gene_product	ala__L_c	arg__L_c	asn__L_c	asp__L_c	cys__L_c	gln__L_c	glu__L_c	gly_c	his__L_c	ile__L_c	leu__L_c	lys__L_c	met__L_c	phe__L_c	pro__L_c	ser__L_c	thr__L_c	trp__L_c	tyr__L_c	val__L_c
b4025	48	18	33	33	2	20	33	39	18	33	46	36	14	33	19	29	36	10	16	33
b4026	17	0	1	1	0	2	1	10	0	2	3	2	1	1	1	14	14	1	1	8
b4027	17	9	7	16	2	19	9	15	2	9	22	10	4	5	8	10	18	7	7	16
b4028	30	13	8	13	0	17	8	18	2	13	26	8	2	4	17	20	15	6	6	19
b4029	46	38	37	46	3	40	29	66	11	18	66	31	12	30	31	43	47	13	45	46
b4030	6	6	2	3	2	3	7	6	3	13	26	6	1	10	4	8	7	1	7	15
b4031	48	14	18	9	7	16	18	47	5	39	56	16	18	32	18	32	28	12	19	39
b4032	37	9	7	7	1	11	7	22	4	23	46	8	9	19	16	16	14	8	8	24
b4033	44	16	24	21	3	22	15	46	1	31	68	23	16	34	21	24	39	12	23	31
b4034	50	7	21	24	0	9	27	30	3	25	34	39	9	16	21	15	23	8	15	20
b4035	28	24	13	17	3	22	26	28	10	21	40	15	11	11	20	17	14	2	6	43
b4036	40	17	31	33	2	22	21	49	6	20	22	20	16	20	9	28	25	19	22	24
b4037	35	5	14	14	1	16	9	20	1	10	33	19	6	8	25	29	27	1	7	26
b4038	15	19	39	39	11	14	19	10	13	42	34	29	15	34	8	36	24	6	12	23
b4039	8	14	1	6	2	6	14	11	1	6	32	7	3	5	13	11	11	4	4	6
b4040	35	11	10	10	3	8	7	19	4	18	45	11	11	15	10	11	12	13	11	26
b4041	67	63	35	38	5	29	49	45	24	45	104	28	27	27	46	47	41	8	31	48
b4042	18	6	4	4	2	1	6	8	2	15	12	3	4	3	0	8	5	5	2	14
b4043	16	15	6	12	0	13	16	17	5	13	22	11	5	6	9	9	6	1	1	19
b4044	63	26	12	12	5	14	8	37	8	28	91	5	14	17	12	21	26	13	10	37
b4045	2	4	3	7	0	6	8	7	0	3	2	10	2	1	0	0	3	4	3	4
b4046	18	10	3	8	9	11	16	6	9	5	19	9	5	5	7	6	9	0	3	13
b4047	6	5	8	7	1	2	1	5	3	12	7	10	2	4	1	3	3	1	3	0
b4048	15	5	15	25	4	7	17	9	4	15	23	18	7	14	7	21	10	1	9	9
b4049	31	22	13	22	7	13	21	28	13	19	31	15	14	9	15	19	14	4	13	22
b4050	9	3	0	1	0	1	1	5	0	8	15	5	6	4	3	1	2	3	3	10
b4051	38	15	9	11	2	16	22	31	6	23	31	20	2	9	12	24	16	3	12	25
b4052	43	37	21	37	0	23	37	30	6	34	44	18	14	12	21	34	19	3	10	28
b4053	40	27	8	17	5	13	24	32	10	15	34	12	10	10	21	16	19	5	8	33
b4054	51	23	17	19	5	15	26	30	6	17	43	13	11	17	18	21	15	5	15	30
b4055	23	13	15	14	1	8	11	15	3	16	14	12	5	13	16	20	13	5	4	16
b4056	5	9	6	8	1	6	7	12	9	8	18	4	5	3	5	9	11	3	3	6
b4057	9	5	4	6	1	9	9	2	4	3	16	8	3	1	6	10	4	2	5	11
b4058	68	66	33	54	14	31	71	81	25	56	96	48	18	31	47	53	53	3	25	67
b4059	13	10	8	8	0	18	10	29	1	5	8	6	6	4	12	10	9	4	4	13
b4060	8	4	3	2	1	3	3	6	1	8	12	0	8	3	3	7	8	4	1	8
b4061	44	30	20	23	5	29	28	23	16	44	61	25	11	24	22	28	29	9	28	29
b4062	5	13	1	9	0	9	3	3	4	9	10	4	3	5	3	6	7	2	5	6
b4063	11	16	4	7	4	5	13	15	3	11	19	9	1	2	6	10	6	2	3	7
b4064	54	8	12	14	3	5	5	56	4	39	61	10	14	23	19	29	29	5	6	53
b4065	57	32	14	14	0	13	38	41	7	44	83	13	21	33	23	26	26	10	6	48
b4066	25	14	51	32	10	11	15	12	14	36	36	31	18	27	5	29	27	1	15	21
b4067	70	21	18	11	2	11	16	58	9	46	66	16	23	42	13	30	26	8	19	44
b4068	7	7	7	2	0	3	6	9	2	14	10	1	2	6	4	4	6	2	3	9
b4069	58	29	26	39	7	21	42	57	19	41	49	33	13	17	36	34	42	19	23	47
b4070	57	21	19	30	10	26	33	27	18	26	28	40	13	19	26	18	26	10	11	20
b4071	13	7	11	11	10	13	7	9	11	4	15	10	6	3	15	14	11	2	2	14
b4072	18	16	7	12	16	8	8	16	4	8	15	14	3	9	14	11	14	1	8	21
b4073	30	12	4	5	1	9	6	28	7	18	60	7	11	22	14	18	15	12	7	32
b4074	57	32	7	13	8	17	16	49	12	26	103	7	14	28	24	37	20	25	17	40
b4075	11	7	8	2	3	13	5	5	2	4	20	3	5	4	6	4	6	4	3	12
b4076	25	11	10	8	1	23	9	3	2	7	30	8	9	3	7	11	9	4	10	8
b4077	41	12	8	14	1	10	14	33	8	46	57	18	13	23	14	35	24	6	11	49
b4078	33	4	10	16	3	9	17	17	3	10	23	18	6	10	5	17	8	5	9	6
b4079	76	38	35	39	15	27	48	54	15	44	44	39	18	20	31	32	45	13	31	50
b4080	65	31	13	25	2	38	24	31	11	20	65	17	14	12	18	34	22	5	13	28
b4081	76	36	19	24	16	38	36	31	9	44	92	12	19	30	35	37	45	16	20	48
b4082	52	24	9	25	0	14	16	17	2	16	31	17	7	12	17	23	19	3	4	35
b4083	70	27	48	39	2	28	29	52	17	41	56	37	19	23	26	33	37	9	31	37
b4084	35	19	15	14	9	15	15	25	10	12	33	8	11	13	18	11	16	4	5	21
b4085	23	8	6	16	3	9	17	11	9	19	20	15	11	12	12	8	12	2	6	12
b4086	33	8	14	7	2	5	6	41	2	39	35	9	8	28	7	21	19	3	8	31
b4087	31	31	26	28	11	14	36	39	10	45	50	33	21	13	12	34	23	3	11	39
b4088	43	6	17	19	1	10	16	27	0	17	25	29	10	11	10	17	15	3	6	29
b4089	34	14	13	14	5	15	17	17	6	21	29	14	9	13	12	24	9	1	7	22
b4090	17	9	4	6	3	7	10	17	6	12	9	6	2	4	2	8	5	2	4	16
b4092	18	13	8	17	7	13	8	21	12	7	30	5	6	13	20	13	14	5	4	18
b4093	16	10	6	6	2	7	13	9	10	4	17	4	5	7	4	3	5	2	5	9
b4094	19	16	9	7	3	11	11	13	9	7	29	4	3	3	5	13	7	3	5	8
b4095	41	26	17	22	2	19	28	24	18	16	41	15	9	10	15	24	14	4	7	26
b4096	23	17	10	10	2	9	12	15	7	13	25	8	3	5	11	14	11	3	3	25
b4097	15	19	9	15	0	14	13	23	9	9	38	6	6	4	11	15	14	3	5	24
b4098	19	19	9	21	4	14	18	18	5	19	14	10	11	13	20	10	22	2	12	21
b4099	39	23	8	21	2	19	30	30	10	11	42	9	9	12	20	17	18	0	13	21
b4100	20	10	7	6	3	10	13	10	6	11	29	2	5	5	14	11	18	2	0	12
b4101	26	15	5	10	1	10	7	9	5	6	13	1	6	5	2	6	11	2	2	8
b4102	19	26	7	11	4	16	16	12	11	9	31	4	5	7	11	16	14	2	7	13
b4103	9	6	2	1	1	5	8	11	2	10	18	3	4	6	4	8	7	1	3	13
b4104	27	11	4	6	7	7	5	8	1	6	18	6	9	11	22	15	10	10	4	19
b4105	34	9	27	20	0	16	17	18	2	16	34	30	8	16	15	25	17	6	7	21
b4106	22	23	10	12	2	20	12	19	12	16	28	8	5	10	4	17	14	2	5	21
b4107	16	3	6	8	2	9	7	12	2	7	8	8	8	8	8	13	6	4	5	7
b4108	5	1	8	10	5	1	9	8	2	8	8	13	4	2	5	8	3	1	4	6
b4109	70	49	27	38	9	68	54	27	23	33	99	21	16	26	32	41	38	8	18	45
b4110	33	20	5	11	5	25	15	19	9	6	44	8	7	10	13	16	17	11	5	13
b4111	47	19	11	22	4	14	18	43	9	48	60	20	19	29	23	26	25	7	17	39
b4114	39	23	35	26	13	28	23	26	13	34	75	22	10	20	24	35	30	7	26	38
b4115	56	10	15	10	8	5	4	46	4	36	49	13	15	22	22	29	27	11	17	46
b4116	11	13	14	13	9	9	11	4	7	18	27	15	12	8	9	29	14	3	9	18
b4117	62	33	34	49	10	29	47	56	25	34	59	29	28	32	39	46	46	14	31	52
b4118	15	17	17	13	3	23	14	13	12	19	27	12	14	15	12	25	20	5	10	16
b4119	43	22	19	25	12	14	33	28	17	32	39	20	16	11	23	14	29	7	19	28
b4120	38	17	14	17	4	11	9	36	7	41	58	13	17	34	17	28	27	8	26	51
b4121	19	12	2	7	4	9	6	16	4	14	35	5	8	10	7	5	17	5	8	16
b4122	53	17	21	29	9	30	36	50	15	31	51	38	11	17	27	25	29	3	26	30
b4123	48	12	10	15	5	10	12	38	6	50	53	16	16	23	22	27	19	6	15	43
b4124	17	13	9	17	7	15	13	9	8	20	26	12	4	6	8	15	11	3	13	13
b4125	31	33	22	31	2	27	36	40	13	45	67	29	10	16	18	39	25	5	11	43
b4126	4	4	4	6	4	2	2	7	2	4	5	7	2	2	3	2	4	1	4	7
b4127	4	6	3	6	1	4	10	6	3	10	4	11	2	4	3	2	3	0	2	6
b4128	4	5	6	10	1	2	5	2	0	7	10	4	4	8	3	11	4	0	7	5
b4129	41	41	20	36	1	21	46	33	11	31	45	20	18	31	19	17	29	2	15	28
b4130	61	19	14	14	7	19	11	41	9	38	67	8	20	32	11	31	23	13	15	32
b4131	46	30	37	38	7	15	50	44	24	49	64	43	30	34	36	40	49	7	34	38
b4132	59	8	19	9	8	6	7	45	7	38	45	12	20	22	16	34	28	11	13	37
b4133	31	22	32	27	3	26	29	20	9	34	58	24	12	17	28	48	27	9	19	37
b4135	20	15	4	15	5	14	15	7	4	6	28	6	6	5	7	5	10	2	7	10
b4136	62	19	13	21	8	43	15	44	9	29	79	16	14	32	31	24	39	11	16	40
b4137	13	1	2	5	3	6	9	3	4	2	18	6	2	0	5	8	10	2	5	8
b4138	47	8	13	11	5	8	12	35	5	43	56	16	15	22	19	30	28	4	9	47
b4139	42	16	36	19	11	19	38	34	8	32	44	27	16	13	19	21	24	0	16	43
b4140	8	8	4	9	0	7	5	15	4	11	25	7	7	12	7	7	6	1	3	12
b4141	56	12	14	5	9	11	10	41	9	32	71	9	10	20	17	21	12	14	11	34
b4142	7	5	5	6	0	0	10	10	1	10	7	8	2	1	2	6	3	0	1	13
b4143	74	22	19	35	3	16	46	59	1	32	42	40	23	7	14	17	33	0	7	58
b4144	13	3	6	3	3	9	5	17	2	7	8	3	5	1	4	14	3	1	3	7
b4145	26	18	18	16	4	14	22	9	9	17	37	21	7	9	9	13	14	1	7	18
b4146	29	25	16	22	4	16	22	15	13	15	51	13	8	11	18	14	15	3	7	25
b4147	16	7	8	13	1	5	13	17	1	7	15	13	4	9	8	9	15	3	6	18
b4148	14	2	1	0	0	0	2	11	2	11	16	3	5	1	3	8	8	4	2	12
b4150	40	11	16	14	2	25	15	29	5	23	34	22	7	11	26	20	27	13	15	22
b4151	10	4	2	3	1	1	2	12	5	11	18	3	6	8	8	4	3	4	2	12
b4152	14	4	4	2	0	1	6	5	1	12	14	10	4	9	9	3	10	7	4	12
b4153	24	10	13	14	11	9	13	14	6	14	17	14	9	9	14	14	12	2	11	14
b4154	61	38	23	35	10	22	44	66	21	23	48	27	21	20	22	20	36	7	17	41
b4155	30	23	10	19	5	18	28	16	9	11	36	9	12	16	17	17	15	3	10	21
b4156	50	9	21	7	4	12	11	41	5	39	56	16	27	40	22	38	28	14	17	43
b4157	7	10	2	10	3	2	6	7	1	8	9	4	3	4	3	5	7	1	4	8
b4158	7	6	2	6	4	2	3	5	0	8	13	3	6	12	2	2	5	8	4	6
b4159	110	78	39	42	6	78	72	58	17	74	170	32	29	33	41	71	60	20	18	59
b4160	24	15	14	18	2	10	21	22	5	18	36	18	8	14	21	15	20	6	9	26
b4161	20	24	16	28	5	13	25	28	12	27	30	18	6	11	13	20	17	2	9	26
b4162	16	12	7	13	1	6	17	9	5	12	20	8	6	6	6	8	11	4	6	8
b4166	29	28	12	16	10	16	32	25	10	24	50	19	8	10	24	16	14	9	9	18
b4167	68	30	16	31	6	14	28	53	20	27	59	18	10	7	25	26	26	9	6	36
b4168	15	8	4	12	2	7	10	14	3	6	19	3	4	5	8	5	8	1	8	11
b4169	45	30	25	24	1	24	16	32	8	24	38	16	7	11	29	35	33	3	9	35
b4170	75	43	20	28	7	45	43	32	17	38	70	22	7	13	46	29	24	7	11	38
b4171	40	24	2	17	2	18	24	20	8	19	37	10	8	9	17	20	12	5	8	16
b4172	6	4	7	3	0	9	5	7	5	5	7	4	2	3	4	14	5	0	3	9
b4173	38	40	9	26	3	28	39	24	11	24	49	15	6	13	15	15	25	4	7	35
b4174	40	32	24	23	0	22	31	43	1	19	30	21	9	8	22	27	24	4	12	27
b4175	33	32	10	26	0	8	27	18	2	23	22	20	10	14	10	21	19	1	10	28
b4176	5	3	3	1	0	0	1	7	0	4	11	4	5	1	3	2	3	2	3	7
b4177	32	28	13	31	4	10	29	46	6	20	44	22	10	12	17	16	33	4	16	39
b4178	10	9	6	5	3	5	9	9	2	8	19	6	4	3	5	12	8	0	6	12
b4179	67	74	17	52	9	34	70	59	18	35	71	57	21	29	35	41	34	5	25	60
b4180	27	18	7	12	4	13	17	18	7	16	28	8	8	4	9	14	9	1	4	19
b4181	7	2	10	7	1	7	11	3	1	14	17	3	5	5	5	14	9	1	4	7
b4182	33	18	6	11	0	19	26	11	2	9	26	16	4	3	1	20	11	0	0	16
b4183	12	9	12	13	0	8	23	20	6	14	24	8	5	14	7	12	11	5	8	8
b4184	20	1	8	2	1	2	2	10	3	15	15	3	6	10	4	9	6	3	5	7
b4185	15	17	15	14	6	6	5	24	2	7	6	13	3	9	7	27	9	5	11	11
b4186	26	29	14	36	7	18	28	23	6	26	36	11	8	17	21	19	13	12	19	18
b4187	53	45	17	25	12	31	31	46	15	16	74	13	21	23	23	26	20	11	10	29
b4188	12	3	3	6	1	9	5	4	0	7	7	2	2	1	4	9	4	2	4	6
b4190	29	16	6	14	3	13	14	14	8	11	31	2	7	11	15	17	15	5	5	13
b4191	20	12	12	9	2	18	16	20	5	17	27	15	11	4	8	17	13	2	5	18
b4192	23	12	14	29	7	14	16	29	13	20	24	24	11	18	21	15	17	13	9	25
b4193	50	10	12	10	8	16	13	43	5	57	41	14	26	33	11	27	28	12	14	35
b4194	6	2	5	5	2	4	5	9	3	9	6	7	5	3	3	8	6	0	2	11
b4195	16	8	7	13	1	7	15	8	3	9	15	7	4	6	7	3	7	1	3	14
b4196	30	12	4	16	4	9	13	17	3	18	17	10	5	6	5	8	11	6	4	18
b4197	30	19	9	17	4	13	23	19	4	13	25	13	12	10	11	15	8	6	10	23
b4198	22	9	9	9	1	8	16	21	12	11	15	11	9	7	11	9	14	4	10	20
b4199	13	5	9	4	0	4	6	4	4	6	9	0	4	2	1	6	4	1	4	5
b4200	14	12	4	10	0	4	20	5	6	7	5	6	7	4	5	4	7	1	4	10
b4201	6	6	3	2	4	7	6	8	7	8	7	4	3	3	4	10	5	1	0	10
b4202	7	12	1	3	1	4	3	3	1	6	5	6	1	3	2	3	6	0	6	2
b4203	24	7	8	5	0	4	14	11	2	7	12	11	1	6	3	6	7	0	1	20
b4204	21	14	16	16	4	9	11	17	8	14	29	10	4	8	13	19	20	5	16	10
b4205	7	3	6	4	0	6	7	5	8	9	15	7	3	1	4	9	3	1	4	6
b4206	15	13	9	13	0	24	11	14	3	10	15	5	6	8	24	8	14	2	2	16
b4207	22	12	4	7	0	9	22	21	4	12	19	6	3	7	12	10	11	2	4	19
b4208	47	13	9	12	6	10	15	35	5	34	53	20	21	39	19	33	24	14	10	51
b4209	21	11	6	12	3	8	24	10	9	15	24	13	11	3	13	10	9	2	6	10
b4210	34	15	8	6	7	9	7	23	2	23	56	5	13	9	22	16	15	12	11	28
b4211	49	7	9	15	0	12	15	25	8	15	31	14	4	5	7	23	18	2	9	18
b4212	11	9	3	4	1	8	12	7	3	4	18	5	2	3	6	10	3	2	2	13
b4213	73	18	41	54	2	21	27	45	11	36	47	50	16	22	31	32	33	7	29	52
b4214	26	12	7	17	3	13	13	18	8	12	18	11	6	6	16	11	12	6	8	23
b4215	18	14	19	19	4	11	25	18	6	28	27	27	4	19	6	23	11	3	15	15
b4216	15	8	5	12	1	12	9	11	3	9	22	14	5	4	7	13	12	4	3	15
b4217	3	5	2	3	0	4	3	3	1	5	7	9	4	4	2	2	1	0	3	7
b4218	34	19	22	30	4	12	29	24	6	39	51	20	17	26	16	31	19	3	8	37
b4219	24	9	8	13	4	10	11	19	9	9	13	3	7	7	16	9	13	3	13	12
b4220	32	41	18	40	3	21	28	54	6	25	53	32	6	25	26	43	42	14	26	42
b4221	84	51	73	83	4	70	69	114	9	63	153	66	26	30	65	70	81	21	17	110
b4222	7	8	5	8	0	6	4	13	4	5	12	3	3	2	4	6	5	3	9	6
b4224	6	4	6	4	1	6	6	5	0	7	8	3	4	0	4	7	3	3	1	5
b4225	13	7	3	5	1	7	9	12	4	3	13	3	4	5	4	4	2	0	1	16
b4226	16	4	7	14	2	2	15	9	5	10	15	16	4	6	13	8	4	2	8	16
b4227	36	8	14	19	2	9	23	25	1	23	22	34	12	8	12	19	16	4	6	25
b4230	39	14	11	10	2	11	3	35	1	34	53	7	12	13	15	17	21	6	1	36
b4231	29	11	10	7	3	9	4	41	2	38	45	5	10	21	9	22	24	4	9	28
b4232	24	15	13	18	6	10	27	29	9	21	27	22	6	17	13	19	16	0	14	26
b4233	49	18	16	27	8	20	28	45	19	27	43	20	15	16	20	15	20	10	7	34
b4234	14	18	8	21	0	13	18	8	2	14	23	16	3	2	7	3	2	3	1	7
b4235	46	23	14	23	5	17	31	44	10	27	41	19	11	11	14	39	29	6	11	29
b4237	4	8	10	12	5	10	4	12	5	10	13	8	3	3	9	8	6	4	5	15
b4238	58	45	40	41	16	27	52	56	19	43	53	42	12	27	30	31	36	6	32	46
b4239	39	34	29	37	5	29	33	39	19	21	49	18	16	24	29	26	29	23	24	28
b4240	44	16	15	11	6	25	11	49	8	50	57	14	18	21	25	23	19	7	15	39
b4241	31	19	9	13	4	20	17	22	9	17	34	13	10	8	13	22	19	1	9	25
b4242	83	43	30	45	10	40	51	52	20	61	108	35	29	36	43	51	57	17	14	73
b4243	19	5	7	7	1	4	8	7	1	10	5	8	2	5	7	4	10	0	2	16
b4244	10	8	11	9	4	6	10	6	4	12	15	11	2	5	7	11	7	0	3	12
b4245	34	15	15	21	1	14	14	15	11	15	38	15	9	12	12	20	18	2	8	22
b4246	2	5	1	1	2	2	0	3	2	1	5	2	1	6	5	1	1	0	0	4
b4248	14	7	4	10	1	6	9	8	4	8	7	2	2	10	8	7	9	2	3	10
b4252	15	6	4	9	1	7	13	10	6	11	12	9	5	5	10	2	7	2	5	11
b4253	20	22	81	37	5	26	41	21	11	47	70	47	14	24	23	45	21	5	18	26
b4254	37	12	13	16	4	14	28	26	9	11	36	22	13	13	9	15	22	4	10	20
b4255	10	3	3	22	3	4	25	8	3	7	15	3	2	4	4	3	6	1	4	8
b4256	17	9	4	7	4	7	15	15	4	8	18	7	7	4	7	5	7	1	10	11
b4257	24	13	18	13	7	10	7	27	6	35	55	13	23	31	11	30	20	6	19	30
b4258	78	61	40	65	8	36	80	66	17	63	79	53	32	35	42	32	53	24	26	61
b4259	19	13	5	9	2	4	12	7	1	5	13	7	1	7	6	9	8	4	5	10
b4260	48	32	23	19	9	21	38	49	10	27	50	24	16	12	20	29	24	4	14	34
b4261	36	20	13	19	2	18	9	23	4	21	57	12	15	17	13	20	21	7	5	34
b4262	27	14	9	14	0	20	9	33	2	21	46	17	19	19	16	28	18	6	13	29
b4263	45	24	22	31	1	28	27	48	7	26	59	29	13	18	24	26	22	5	8	37
b4264	23	23	21	21	4	14	18	19	10	30	35	12	17	8	11	21	16	0	13	16
b4265	52	9	12	7	3	6	13	44	9	47	58	9	16	28	21	18	34	5	4	44
b4266	31	10	12	11	3	11	17	21	8	20	20	13	7	11	8	9	14	3	3	22
b4267	30	10	13	14	10	14	22	32	11	16	21	19	14	16	15	22	18	3	8	35
b4268	16	13	6	15	4	10	11	12	5	14	19	12	5	6	6	15	4	2	4	8
b4269	34	15	11	17	8	14	18	35	9	22	28	14	9	11	16	20	15	5	9	29
b4271	37	35	14	18	3	14	30	19	16	22	40	26	12	11	16	25	17	9	11	21
b4272	15	8	1	2	0	10	12	9	2	5	13	10	4	2	5	5	5	2	2	9
b4273	26	37	14	18	9	7	19	19	9	11	28	9	7	8	13	19	14	7	8	19
b4274	3	11	8	3	3	4	3	7	5	7	7	7	7	4	3	4	12	3	3	7
b4277	4	12	2	2	2	2	9	13	2	1	15	1	1	4	12	7	8	3	3	6
b4278	31	36	13	14	6	20	28	30	13	14	58	25	22	8	27	23	27	11	12	24
b4279	34	8	12	11	6	7	6	44	2	39	47	21	13	35	16	27	21	8	18	30
b4280	28	11	19	18	9	9	30	32	17	27	30	29	16	12	11	20	18	5	10	21
b4281	4	4	2	3	3	4	6	4	1	7	4	5	3	4	7	4	3	2	3	3
b4283	7	9	2	4	0	6	8	2	0	5	8	12	4	2	3	4	5	1	1	5
b4284	22	47	20	12	3	12	24	22	13	22	40	28	6	10	16	27	30	6	8	15
b4286	12	10	6	8	3	5	6	11	4	4	10	5	3	4	10	8	12	3	3	10
b4287	14	19	15	9	4	13	12	18	7	7	38	4	12	4	14	16	20	2	4	23
b4288	40	16	4	9	4	4	3	24	9	18	67	5	14	9	20	17	14	9	4	28
b4289	45	15	10	8	5	6	2	29	9	16	67	2	8	11	19	20	18	8	4	30
b4290	43	17	7	11	0	22	17	14	9	19	33	13	8	10	13	17	15	7	3	22
b4291	59	45	47	51	0	35	33	79	16	28	66	24	15	31	40	58	55	12	39	41
b4292	29	26	11	18	1	29	14	22	5	11	39	9	2	8	11	21	24	10	6	21
b4293	14	11	2	10	2	5	13	9	4	5	28	9	6	7	4	16	13	2	5	8
b4294	7	9	4	1	5	5	1	9	3	5	5	5	4	1	3	10	6	1	2	5
b4295	25	21	13	21	4	16	16	27	6	21	34	14	11	9	10	19	18	2	9	32
b4296	45	9	11	12	8	5	8	49	6	53	68	15	18	25	17	31	25	4	6	34
b4297	69	32	22	41	9	22	33	66	22	43	64	27	20	12	34	40	39	7	13	40
b4298	28	11	11	18	3	11	14	23	5	19	33	14	7	10	17	16	21	2	12	26
b4299	14	12	17	8	6	6	19	17	6	14	37	21	8	7	7	20	12	4	14	13
b4300	22	17	5	17	9	13	15	15	8	22	22	12	8	13	7	18	13	1	8	15
b4301	28	12	6	10	2	11	10	12	8	12	21	3	7	12	12	13	15	4	4	8
b4302	19	7	9	7	3	9	5	8	2	12	12	2	1	3	9	6	10	4	5	10
b4303	28	13	12	18	5	7	13	19	6	16	20	12	9	14	9	13	19	5	3	27
b4304	38	14	7	12	3	9	12	48	5	53	51	15	21	23	19	23	20	4	12	48
b4305	31	23	9	26	9	14	20	30	10	27	36	11	11	10	22	21	22	2	8	31
b4306	30	17	5	15	5	5	21	24	5	14	21	7	7	10	9	11	14	7	7	14
b4307	18	10	0	9	4	4	13	16	10	9	17	6	8	8	12	8	14	1	6	8
b4308	24	17	16	22	2	17	21	23	12	21	34	24	7	13	8	24	15	4	9	25
b4309	30	19	17	21	7	18	13	24	18	16	22	6	6	15	22	18	20	7	17	10
b4310	37	4	29	22	0	9	12	44	8	16	24	30	6	19	13	25	24	10	14	22
b4311	14	14	17	18	1	10	8	15	7	9	18	14	5	7	5	19	15	10	19	13
b4312	16	18	12	6	5	5	7	13	13	15	22	12	3	8	5	15	10	4	7	4
b4313	19	28	9	10	3	8	14	14	8	12	19	6	5	4	2	7	11	3	9	7
b4314	36	3	11	8	2	10	3	16	2	6	15	5	1	7	2	14	22	0	2	17
b4315	17	11	11	6	2	6	7	19	4	10	14	7	5	9	9	11	10	3	3	15
b4316	23	13	18	9	1	9	13	13	0	13	26	15	11	6	14	13	19	2	8	15
b4317	72	47	68	50	6	53	24	84	17	34	84	24	16	27	32	67	63	13	47	50
b4318	24	5	16	4	3	7	5	10	3	7	20	4	3	8	9	12	17	2	4	13
b4319	23	3	8	9	3	10	2	13	2	7	13	6	2	3	3	16	21	2	6	15
b4320	26	8	23	11	4	11	2	30	1	15	21	6	2	10	16	27	30	4	16	37
b4321	53	5	16	13	1	8	7	39	8	50	60	14	24	20	20	24	23	7	7	48
b4322	35	27	14	28	3	13	34	25	13	25	29	20	14	14	19	12	21	7	12	29
b4323	55	26	21	29	10	25	30	34	13	23	52	17	15	13	24	20	24	8	13	34
b4324	26	17	11	18	1	15	22	11	6	14	30	11	9	7	10	17	7	6	6	13
b4325	20	11	17	13	3	6	18	22	7	24	25	15	8	7	18	16	20	3	13	10
b4326	8	6	6	6	3	6	7	4	6	4	21	4	4	3	7	16	5	4	3	7
b4327	24	22	12	14	5	18	24	12	9	21	40	8	6	17	12	26	8	4	7	14
b4328	37	16	12	25	6	9	21	40	10	27	40	15	6	11	21	25	26	1	7	35
b4329	19	4	7	4	3	4	3	14	3	11	19	3	10	3	6	3	12	3	3	19
b4330	28	7	8	7	1	10	9	28	0	17	25	7	3	18	7	15	15	3	3	16
b4331	21	12	2	9	2	7	12	12	6	9	17	15	2	8	5	13	11	4	4	13
b4332	45	8	6	3	4	12	4	40	7	24	76	6	18	22	19	36	25	9	8	20
b4333	18	10	18	13	3	13	18	14	7	28	22	17	4	16	8	30	19	2	8	18
b4334	31	19	6	13	6	8	13	22	5	19	22	5	6	12	10	16	23	1	2	16
b4335	35	21	10	24	11	17	31	24	6	20	33	20	12	13	16	20	21	3	15	31
b4336	47	36	15	28	1	18	24	19	12	31	61	20	7	19	13	25	14	9	3	24
b4337	45	19	10	8	3	12	7	29	6	35	53	8	15	32	20	26	25	9	6	42
b4338	6	7	1	10	1	1	7	2	6	5	12	5	6	6	3	8	8	1	3	5
b4339	12	17	6	11	2	12	14	7	5	14	26	5	5	5	9	8	9	4	6	9
b4340	34	35	9	18	12	26	28	26	13	33	47	16	18	9	30	34	21	7	18	36
b4341	3	10	1	3	0	6	5	2	1	2	5	2	3	2	1	1	1	2	0	4
b4342	32	36	19	25	12	23	36	34	8	28	53	20	4	26	24	48	29	11	14	39
b4345	11	20	25	14	4	12	22	21	10	31	42	24	7	14	12	22	19	4	22	12
b4346	21	20	24	25	6	27	33	28	4	35	34	31	10	30	23	32	22	6	28	20
b4347	16	5	2	3	2	9	7	7	2	6	6	7	3	3	6	7	7	1	3	11
b4348	38	24	27	17	5	21	29	28	8	34	49	41	4	21	21	40	18	3	8	28
b4349	36	27	28	45	6	23	37	41	16	21	58	29	11	21	23	25	34	8	12	28
b4350	94	84	53	85	12	65	94	57	23	64	111	72	18	54	43	48	68	13	35	77
b4351	29	20	6	27	1	14	18	25	8	7	34	18	5	10	13	18	12	4	7	28
b4352	22	17	15	25	5	14	23	22	8	24	39	12	7	13	10	13	17	3	7	22
b4353	4	4	4	4	2	3	4	9	2	2	3	6	5	3	3	1	1	0	6	1
b4355	78	30	29	26	0	39	41	35	5	35	45	18	17	13	7	43	30	5	9	46
b4356	48	24	17	12	9	10	11	40	5	38	49	10	24	29	21	31	26	10	11	28
b4357	20	25	17	19	3	20	17	9	16	19	34	8	11	16	8	27	12	3	7	13
b4358	39	15	14	16	8	17	20	32	9	26	24	16	8	13	19	13	16	2	5	28
b4359	53	33	39	50	6	28	37	56	16	40	77	46	10	46	37	54	44	16	25	50
b4360	19	0	14	8	4	11	8	12	2	7	24	14	3	1	1	15	11	2	2	6
b4361	15	19	17	10	3	11	20	16	3	15	22	16	14	8	5	19	11	3	5	13
b4362	26	9	4	11	0	11	10	12	4	5	17	6	3	7	14	8	6	4	4	18
b4363	17	7	3	1	1	3	3	13	2	16	20	3	10	7	8	14	8	5	4	12
